checked_at,requested_brand,matched_brand,match_mode,search_result_total,matched_products,pages_scanned,top_candidate_brands,status
2026-09-18T06:37:37+09:00,팬시클럽,팬시클럽,exact,0,340,8,팬시클럽:340 | 데미지니모닉:4 | 선데이디스코클럽:4 | 아바몰리:3 | 파렌하이트:3,ok
2026-09-17T21:41:25+09:00,퍼스텝,퍼스텝,exact,0,845,16,퍼스텝:845,ok
2026-09-17T21:38:58+09:00,펀치드렁크파티즈,펀치드렁크파티즈,exact,0,105,2,펀치드렁크파티즈:105,ok
2026-09-18T03:33:50+09:00,페인오어플레져,페인오어플레져,exact,0,159,4,페인오어플레져:159,ok
2026-09-18T09:52:45+09:00,페플,페플,exact,0,777,18,페플:777 | 미케네:18 | 티뷰:11 | 페이지플린:11 | 까이에:10,ok
2026-09-18T14:26:30+09:00,편마,편마,exact,0,49,1,편마:49 | 페닥:1,ok
2026-09-18T06:24:40+09:00,폴로랄프로렌,폴로 랄프 로렌,normalized,0,818,22,폴로 랄프 로렌:818 | 폴로 랄프 로렌 칠드런:194 | 폴로 랄프로렌 이너웨어:161 | 폴로 랄프 로렌 골프:49 | 폴로랄프로렌 퍼퓸:30,ok
2026-09-18T06:33:26+09:00,프레리,프레리,exact,0,86,4,프레리:86 | 레드윙:6 | 라이플 페이퍼:4 | 푸마:4 | 그린버터:3,ok
2026-09-18T06:54:35+09:00,프렌다,프렌다,exact,0,523,10,프렌다:523,ok
2026-09-18T16:57:56+09:00,프로젝트웨이브,프로젝트 웨이브,normalized,0,207,5,프로젝트 웨이브:207,ok
2026-09-18T17:04:26+09:00,프리덤,프리덤,exact,0,349,14,프리덤:349 | 이고프리덤랩:128 | 그리디어스:26 | 이고:22 | 210에디트:20,ok
2026-09-18T06:26:13+09:00,프리버07,프리버07,exact,0,331,7,프리버07:331 | 아티스트웨어:1,ok
2026-09-18T01:03:37+09:00,프리즘웍스,프리즘웍스,exact,0,1199,21,프리즘웍스:1199,ok
2026-09-18T10:15:30+09:00,플랙,플랙,exact,0,338,40,플랙 우먼:527 | 플랙:338 | 르꼬끄:83 | 5.11택티컬:61 | 디오디:52,ok
2026-09-17T22:04:23+09:00,플레어업,플레어업,exact,0,265,6,플레어업:265,ok
2026-09-18T16:50:58+09:00,플레이버리즘,플레이버리즘,exact,0,36,2,플레이버리즘:36,ok
2026-09-18T17:06:27+09:00,플레이스스튜디오,플레이스 스튜디오,normalized,0,368,8,플레이스 스튜디오:368 | 멜팅스튜디오:1,ok
2026-09-18T16:56:16+09:00,플레이스스튜디오맨,플레이스스튜디오맨,exact,0,183,5,플레이스스튜디오맨:183,ok
2026-09-18T03:54:27+09:00,플리즈노팔로우,플리즈노팔로우,exact,0,500,10,플리즈노팔로우:500,ok
2026-09-18T00:37:39+09:00,피마다지윈,피마다지윈,exact,0,66,3,피마다지윈:66,ok
2026-09-17T21:34:57+09:00,피아네르,피아네르,exact,0,322,12,피아네르:322 | 피아네르 키즈:296,ok
2026-09-18T15:04:48+09:00,피인오,피인오,exact,0,143,4,피인오:143 | 드파운드:8 | 데이즈데이즈:7 | 엘더블유엘:4 | 피노마레:4,ok
2026-09-18T06:35:36+09:00,피지컬가먼츠,피지컬가먼츠,exact,0,238,5,피지컬가먼츠:238,ok
2026-09-18T14:40:51+09:00,피지컬디파트먼트,피지컬 디파트먼트,normalized,0,523,10,피지컬 디파트먼트:523 | 핍스마트:6 | 버터플라이 스포츠웨어:2,ok
2026-09-18T14:43:52+09:00,필루미네이트,필루미네이트,exact,0,1023,19,필루미네이트:1023,ok
2026-09-17T21:53:01+09:00,핍스모터사이클,핍스 모터사이클,normalized,0,829,15,핍스 모터사이클:829,ok
2026-09-18T15:00:35+09:00,하아카이브,하 아카이브,normalized,0,77,3,하 아카이브:77,ok
2026-09-18T00:50:46+09:00,하이스쿨디스코,하이스쿨디스코,exact,0,355,7,하이스쿨디스코:355,ok
2026-09-18T00:25:58+09:00,할리데이비슨컬렉션스,할리데이비슨 컬렉션스®,normalized,0,412,8,할리데이비슨 컬렉션스®:412,ok
2026-09-18T14:25:31+09:00,해브해드,해브해드,exact,0,240,5,해브해드:240,ok
2026-09-18T15:00:13+09:00,해비즘,해비즘,exact,0,273,6,해비즘:273,ok
2026-09-17T22:12:23+09:00,해칭룸,해칭룸,exact,0,452,10,해칭룸:452 | 디키즈:36,ok
2026-09-17T19:00:23+09:00,허그본,허그본,exact,0,91,2,허그본:91,ok
2026-09-18T09:54:02+09:00,허그유어스킨,허그유어스킨,exact,0,285,6,허그유어스킨:285 | 언룰리피아:1 | 오드타입:1,ok
2026-09-18T01:05:59+09:00,헬레네파리스,헬레네파리스,exact,0,320,7,헬레네파리스:320,ok
2026-09-18T17:11:52+09:00,효지,효지,exact,0,164,4,효지:164,ok
2026-09-17T19:00:42+09:00,후드후드,후드후드,exact,0,491,10,후드후드:491,ok
2026-09-18T14:48:40+09:00,후러브스아트,후러브스아트,exact,0,106,3,후러브스아트:106,ok
2026-09-18T10:07:36+09:00,후브스,후브스,exact,0,301,7,후브스:301 | 카인더베이비:1 | 펜필드:1,ok
