date,checked_at,brand_name,product_count,complete_product_count,product_coverage_pct,average_time_coverage_pct,estimated_sales,estimated_gmv,price_change_products,high_confidence_products,medium_confidence_products,low_confidence_products
2026-08-28,2026-08-29T23:33:12+09:00,언타이틀 서울,188,184,97.87,99.41,471.53,15404209,0,182,0,6
2026-08-28,2026-08-29T23:33:12+09:00,언탭트 스튜디오,395,376,95.19,97.76,1215.54,35124532,0,364,0,31
2026-08-28,2026-08-29T23:33:12+09:00,에스피오나지,461,438,95.01,97.41,123.55,10885944,0,438,0,23
2026-08-28,2026-08-29T23:33:12+09:00,에이이에이이,282,276,97.87,99.21,179.86,8274498,62,213,62,7
2026-08-28,2026-08-29T23:33:12+09:00,에이지오디,246,236,95.93,97.93,227.48,6193570,0,234,0,12
2026-08-28,2026-08-29T23:33:12+09:00,에이치덱스,955,940,98.43,99.47,262.99,11931563,42,894,41,20
2026-08-28,2026-08-29T23:33:12+09:00,엑스오엑스,129,126,97.67,99.56,109.21,3026581,0,122,0,7
2026-08-28,2026-08-29T23:33:12+09:00,엑스컨테이너,191,182,95.29,96.05,78.17,2899766,62,121,61,9
2026-08-28,2026-08-29T23:33:12+09:00,엑스트라오디너리,369,369,100.0,100.0,6.02,394555,0,367,0,2
2026-08-28,2026-08-29T23:33:12+09:00,엘무드,445,436,97.98,99.07,128.57,11235478,4,430,4,11
2026-08-28,2026-08-29T23:33:12+09:00,오도어,90,86,95.56,97.62,10.98,1390576,0,86,0,4
2026-08-28,2026-08-29T23:33:12+09:00,오퍼스 0012,177,172,97.18,98.7,59.28,5428753,0,172,0,5
2026-08-28,2026-08-29T23:33:12+09:00,와르,175,171,97.71,98.75,18.91,819669,0,171,0,4
2026-08-28,2026-08-29T23:33:12+09:00,와이케이,670,669,99.85,99.92,17.21,1006467,0,669,0,1
2026-08-28,2026-08-29T23:33:12+09:00,워크온바디오프,268,264,98.51,99.28,227.13,8206809,0,257,0,11
2026-08-28,2026-08-29T23:33:12+09:00,웬즈데이오아시스,457,450,98.47,99.31,61.41,2740235,0,450,0,7
2026-08-28,2026-08-29T23:33:12+09:00,유니온블루,384,363,94.53,97.23,134.17,13027042,0,358,0,26
2026-08-28,2026-08-29T23:33:12+09:00,유니폼브릿지,1267,1253,98.9,99.44,175.46,8183373,1,1249,1,17
2026-08-28,2026-08-29T23:33:12+09:00,유라고,503,500,99.4,99.67,83.13,4642249,20,477,20,6
2026-08-28,2026-08-29T23:33:12+09:00,이지노이지,190,184,96.84,98.09,47.42,2346290,3,180,3,7
2026-08-28,2026-08-29T23:33:12+09:00,인사일런스,606,538,88.78,94.51,19.95,1107014,17,520,17,69
2026-08-28,2026-08-29T23:33:12+09:00,인사일런스 우먼,436,0,0.0,59.74,0.0,0,0,0,0,436
2026-08-28,2026-08-29T23:33:12+09:00,인템포무드,322,311,96.58,98.29,72.76,3885210,0,311,0,11
2026-08-28,2026-08-29T23:33:12+09:00,일꼬르소,449,449,100.0,100.0,5.02,220304,43,406,43,0
2026-08-28,2026-08-29T23:33:12+09:00,일리고,546,533,97.62,99.26,144.22,8636959,34,490,34,22
2026-08-28,2026-08-29T23:33:12+09:00,제너럴아이디어,1592,1580,99.25,99.62,164.49,6371945,142,1439,141,12
2026-08-28,2026-08-29T23:33:12+09:00,제로,349,346,99.14,99.77,250.16,8033494,0,342,0,7
2026-08-28,2026-08-29T23:33:12+09:00,제멋,917,905,98.69,99.37,77.33,2926982,0,905,0,12
2026-08-28,2026-08-29T23:33:12+09:00,제이엘브,252,242,96.03,98.03,102.66,4135615,0,239,0,13
2026-08-28,2026-08-29T23:33:12+09:00,주앙옴므,138,134,97.1,97.81,26.41,1596507,0,132,0,6
2026-08-28,2026-08-29T23:33:12+09:00,칙스,702,696,99.15,99.49,127.3,3756053,0,694,0,8
2026-08-28,2026-08-29T23:33:12+09:00,카네이테이,401,398,99.25,99.57,72.88,4385291,10,388,10,3
2026-08-28,2026-08-29T23:33:12+09:00,카키포인트,258,252,97.67,98.91,756.4,94553589,2,248,2,8
2026-08-28,2026-08-29T23:33:12+09:00,커버낫,2411,2401,99.59,99.79,240.34,12442601,61,2338,60,13
2026-08-28,2026-08-29T23:33:12+09:00,커스텀어클락,158,152,96.2,98.15,119.93,3625320,57,95,53,10
2026-08-28,2026-08-29T23:33:12+09:00,코드그라피,1481,1463,98.78,99.31,181.52,7146511,2,1460,2,19
2026-08-28,2026-08-29T23:33:12+09:00,쿠어,807,742,91.95,94.88,58.69,7602304,0,741,0,66
2026-08-28,2026-08-29T23:33:12+09:00,키르시,1234,1233,99.92,99.96,36.44,1269422,22,1211,22,1
2026-08-28,2026-08-29T23:33:12+09:00,키뮤어,400,397,99.25,99.7,177.44,7148331,0,396,0,4
2026-08-28,2026-08-29T23:33:12+09:00,탄산마그네슘,390,370,94.87,97.6,310.64,17639680,20,344,20,26
2026-08-28,2026-08-29T23:33:12+09:00,테이크이지,344,341,99.13,99.54,87.01,2297584,94,246,92,6
2026-08-28,2026-08-29T23:33:12+09:00,토마스모어,147,141,95.92,97.99,39.03,1824543,0,139,0,8
2026-08-28,2026-08-29T23:33:12+09:00,토피,328,317,96.65,98.25,362.45,12856094,0,308,0,20
2026-08-28,2026-08-29T23:33:12+09:00,트래블,672,648,96.43,98.26,427.97,14256284,0,647,0,25
2026-08-28,2026-08-29T23:33:12+09:00,트리밍버드,769,763,99.22,99.69,0.96,181385,0,763,0,6
2026-08-28,2026-08-29T23:33:12+09:00,트릴리온,662,651,98.34,99.23,1044.65,32156935,436,215,421,26
2026-08-28,2026-08-29T23:33:12+09:00,트립르센스,691,689,99.71,99.89,13.56,625830,1,688,1,2
2026-08-28,2026-08-29T23:33:12+09:00,틸아이다이,461,455,98.7,99.35,11.56,1037669,0,455,0,6
2026-08-28,2026-08-29T23:33:12+09:00,파르티멘토,574,544,94.77,97.42,174.69,5654136,0,544,0,30
2026-08-28,2026-08-29T23:33:12+09:00,파르티멘토 우먼,1413,1410,99.79,99.91,256.11,8569031,0,1410,0,3
2026-08-28,2026-08-29T23:33:12+09:00,파브레가,397,382,96.22,98.25,56.37,3963993,0,378,0,19
2026-08-28,2026-08-29T23:33:12+09:00,프렌다,470,467,99.36,99.69,588.11,19469993,0,465,0,5
2026-08-28,2026-08-29T23:33:12+09:00,프리즘웍스,1157,1141,98.62,99.19,138.54,14310993,0,1140,0,17
2026-08-28,2026-08-29T23:33:12+09:00,플랙,407,402,98.77,99.37,67.57,3285580,0,402,0,5
2026-08-28,2026-08-29T23:33:12+09:00,플레어업,222,0,0.0,41.16,52.31,3085652,0,0,0,222
2026-08-28,2026-08-29T23:33:12+09:00,플리즈노팔로우,412,396,96.12,97.93,83.46,6970058,0,394,0,18
2026-08-28,2026-08-29T23:33:12+09:00,피인오,117,116,99.15,99.64,28.89,1089344,0,116,0,1
2026-08-28,2026-08-29T23:33:12+09:00,필루미네이트,1007,1000,99.3,99.67,462.24,15685448,605,393,596,18
2026-08-28,2026-08-29T23:33:12+09:00,하 아카이브,78,77,98.72,99.26,49.42,3401411,0,75,0,3
2026-08-28,2026-08-29T23:33:12+09:00,해비즘,269,268,99.63,99.81,22.76,824575,16,252,16,1
2026-08-28,2026-08-29T23:33:12+09:00,해칭룸,483,483,100.0,100.0,8.34,1026608,0,483,0,0
2026-08-28,2026-08-29T23:33:12+09:00,허그본,81,78,96.3,99.24,179.81,4921638,0,78,0,3
2026-08-28,2026-08-29T23:33:12+09:00,헬레네파리스,364,299,82.14,92.72,44.81,2310922,84,216,83,65
2026-08-28,2026-08-29T23:33:12+09:00,효지,149,121,81.21,90.87,335.1,11284488,55,51,46,52
2026-08-28,2026-08-29T23:33:12+09:00,후드후드,471,445,94.48,97.24,78.61,4107619,0,443,0,28
2026-08-28,2026-08-29T23:33:12+09:00,후러브스아트,100,95,95.0,97.43,151.99,4788156,51,45,46,9
2026-08-28,2026-08-29T23:33:12+09:00,후브스,243,234,96.3,98.13,175.84,9028098,0,232,0,11
