date,brand_name,goods_no,product_name,estimated_sales,estimated_gmv,estimated_avg_price,display_price,previous_display_price,price_change_detected,price_change_amount,price_change_pct,coverage_pct,calendar_complete,confidence,max_interval_hours,observation_count,contributing_intervals,initial_delta_status,initial_delta_value,history_bucket,product_url
2026-09-01,트립르센스,737903,CUFFS OVER SHIRTS JACKET_BEIGE,0.0,0,64500,64500,64500,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/737903
2026-09-01,필루미네이트,876271,[블랙B-스테디 하프 폴라넥-차콜,0.48,7693,15900,15900,15900,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/876271
2026-09-01,꼼파뇨,971375,MTM Cpn Logo 자수 맨투맨 네온옐로우,0.0,0,26000,26000,26000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/971375
2026-09-01,프리즘웍스,971503,OG TAPERED ANKLE DENIM PANTS _ INDIGO,0.0,0,62100,62100,69000,1,-6900,-10.0,100.0,1,medium,24.09,6,2,none,,47,https://www.musinsa.com/products/971503
2026-09-01,로우로우,1090159,스트링 백팩 750 ep.2 Charcoal,1.49,110971,74250,74250,74250,0,0,0.0,100.0,1,high,24.01,10,2,none,,47,https://www.musinsa.com/products/1090159
2026-09-01,제로,1173551,Oversize Water Washed L/S T-Shirts [Charcoal],1.28,36791,28800,28800,28800,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/1173551
2026-09-01,테이크이지,1191407,램스울 크루넥 오버 니트 (블랙),0.0,0,27000,27000,27000,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/1191407
2026-09-01,로우로우,1210095,스트링 럭색 백팩 976 ep.2 Beige,0.0,0,77350,77350,77350,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/1210095
2026-09-01,르아르,1597487,미니멀 울 반목폴라 니트 [베이지],0.0,0,35900,35900,35900,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/1597487
2026-09-01,프리즘웍스,1637039,BANDANA PADDING SHIRT JACKET _ BLUE,0.98,74373,75600,75600,75600,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/1637039
2026-09-01,제로,1736623,Classic Sweat Pants [White Grey],0.0,0,27300,27300,27300,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/1736623
2026-09-01,드로우핏,1786159,오버핏 벤트 레이어드 티셔츠 [BLACK],0.0,0,29250,29250,29250,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/1786159
2026-09-01,트릴리온,1790383,워싱 스티치 데님자켓 (BLACK),0.33,19250,59000,59000,59000,0,0,0.0,100.0,1,high,24.09,11,2,none,,47,https://www.musinsa.com/products/1790383
2026-09-01,프리즘웍스,1861935,OG PIGMENT DYEING HOODY 002 _ CHARCOAL,0.0,0,80100,80100,89000,1,-8900,-10.0,100.0,1,medium,24.09,6,2,none,,47,https://www.musinsa.com/products/1861935
2026-09-01,로우클래식,2017519,BOUCLE SKIRT - IVORY,0.0,0,178800,178800,178800,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2017519
2026-09-01,굿라이프웍스,2060719,와이드 빅포켓 밴딩 카고 팬츠 카키,1.3,56685,43750,43750,43750,0,0,0.0,100.0,1,high,9.87,28,5,none,,47,https://www.musinsa.com/products/2060719
2026-09-01,인사일런스,2146799,슬릿 하이넥 니트 GREY,0.0,0,66000,66000,49500,1,16500,33.33,100.0,1,medium,24.08,6,2,none,,47,https://www.musinsa.com/products/2146799
2026-09-01,어반드레스,2164847,VINTAGE RETRO JUMPSUIT - 3COL,0.0,0,46030,46030,46030,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2164847
2026-09-01,시눈,2212847,COLOR BLOCKED COLLAR TEE,0.0,0,31200,31200,31200,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2212847
2026-09-01,꼼파뇨,2213679,홀리 트루퍼 양털 이어플랩 블랙,0.0,0,20900,20900,20900,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2213679
2026-09-01,밀로 아카이브,2231407,쉘 레더 데이 백 [블랙],0.53,46928,89000,79000,89000,1,-10000,-11.24,100.0,1,medium,24.01,7,2,none,,47,https://www.musinsa.com/products/2231407
2026-09-01,꼼파뇨,2279215,첨프 코듀로이 볼캡 네이비,0.0,0,31200,31200,19200,1,12000,62.5,100.0,1,medium,24.09,5,2,none,,47,https://www.musinsa.com/products/2279215
2026-09-01,와이케이,2328303,젤리 폰케이스 말티즈 프렌즈,0.0,0,16800,16800,16800,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2328303
2026-09-01,노매뉴얼,2329519,S.L PANTS - BLACK,0.0,0,77350,77350,77350,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2329519
2026-09-01,시눈,2339183,BACK POINT KNIT VEST,0.0,0,32340,32340,32340,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2339183
2026-09-01,노이어,2359471,구르카 레더 벨트 (블랙),0.0,0,67500,67500,67500,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2359471
2026-09-01,메인부스,2381615,Sweet Festival Hood T-shirt(AVOCADO),0.0,0,56500,56500,56500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2381615
2026-09-01,세터,2381807,빈티지 캐쥬얼 볼캡 블루,0.0,0,69000,69000,69000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2381807
2026-09-01,어반드레스,2391279,STRAIGHT WIDE DENIM PANTS OATMEAL,0.0,0,28010,28010,28010,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2391279
2026-09-01,디앤에스알,2398575,메탈 나일론 윈드브레이커,0.0,0,195000,195000,195000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2398575
2026-09-01,나이스고스트클럽,2424751,BALLOON MACA DRAWING UV TEE_WHITE(NG2EMUT506A),0.53,12664,24010,30870,24010,1,6860,28.57,100.0,1,medium,24.01,7,2,none,,47,https://www.musinsa.com/products/2424751
2026-09-01,마인드브릿지,2435055,사카리바카라티셔츠 - 3color MYTS3126,0.0,0,29900,29900,29900,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2435055
2026-09-01,어반드레스,2479983,BUCKLE WIDE DENIM PANTS STONE LIGHTBLUE,1.0,33965,34090,34090,34090,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2479983
2026-09-01,가까이 유니언즈,2499695,린넨 원턱 와이드 밴딩팬츠 그레이,0.0,0,36400,36400,36400,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2499695
2026-09-01,도프제이슨,2541615,프리미엄 웨스턴 더블스틸 하드레더 벨트,1.45,122587,84550,84550,84550,0,0,0.0,100.0,1,high,24.01,12,2,none,,47,https://www.musinsa.com/products/2541615
2026-09-01,넌블랭크,2572335,[SET UP] 세미 오버사이즈 핏 셋업 수트_DARK BROWN,0.0,0,158400,158400,158400,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2572335
2026-09-01,러브이즈트루,2587375,SU CARGO PANTS(PINK),0.0,0,43800,43800,36070,1,7730,21.43,100.0,1,medium,24.01,7,2,none,,47,https://www.musinsa.com/products/2587375
2026-09-01,유라고,2675375,String cotton blouse,0.0,0,60040,60040,60040,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2675375
2026-09-01,필루미네이트,2697775,블룸 조거 스웨트 팬츠-그레이,0.0,0,23900,23900,23900,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2697775
2026-09-01,메인부스,2705327,Spade Card Sweater(CREAM),0.0,0,54400,54400,54400,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2705327
2026-09-01,트릴리온,2706287,바이오스톤 워싱 와이드 데님 팬츠 (BEIGE BLUE),2.22,65401,29500,29500,29500,0,0,0.0,100.0,1,high,23.99,9,6,none,,47,https://www.musinsa.com/products/2706287
2026-09-01,어반드레스,2711663,AV LONG SLIT BANDING SKIRT - 3COL,0.0,0,32500,32500,32500,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2711663
2026-09-01,플랙,2715055,깡 스타일리스트 X 플랙 자켓 K75 그레이 블랙,0.0,0,37800,37800,37800,0,0,0.0,39.19,0,low,5.24,7,3,none,6,47,https://www.musinsa.com/products/2715055
2026-09-01,파르티멘토 우먼,2730671,클래식 로고 하프 집업 스웻셔츠_라이트 그린,0.0,0,40340,40340,31380,1,8960,28.55,100.0,1,medium,24.09,5,2,none,,47,https://www.musinsa.com/products/2730671
2026-09-01,프리즘웍스,2737007,OSCAR FISHTAIL JACKET 003 _ BLACK,0.0,0,170100,170100,189000,1,-18900,-10.0,98.69,0,low,24.09,6,1,none,,47,https://www.musinsa.com/products/2737007
2026-09-01,메인부스,2740591,Playground Crop Cardigan(BLUE),0.0,0,55200,55200,55200,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2740591
2026-09-01,모즈모즈,2749423,로럴 오버핏 기모 반집업 메란지,0.0,0,33540,33540,33540,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2749423
2026-09-01,소버먼트,2768559,950G 솔리드 후드-아우라 네이비-,0.0,0,62400,62400,62400,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2768559
2026-09-01,시야쥬,2772847,SIPT7057 carpenter pants_Cream,0.0,0,82620,82620,108000,1,-25380,-23.5,100.0,1,medium,24.08,6,2,none,,47,https://www.musinsa.com/products/2772847
2026-09-01,아메스 월드와이드,2779055,MESSAGE HOODIE ORANGE (AM2CFUM404A),0.0,0,23700,23700,23700,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2779055
2026-09-01,인사일런스,2780335,버진 울 투플리츠 볼륨 팬츠 BROWN,0.0,0,93000,93000,77500,1,15500,20.0,100.0,1,medium,24.08,6,2,none,,47,https://www.musinsa.com/products/2780335
2026-09-01,트래블,2786735,하이커 모어 라이닝 스웨트-팬츠 헤더 그레이,0.52,18574,35400,35400,35400,0,0,0.0,100.0,1,high,24.09,7,2,none,,47,https://www.musinsa.com/products/2786735
2026-09-01,로우클래식,2788591,SLIM SIDE KNIT SET - IVORY,0.0,0,166800,166800,166800,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2788591
2026-09-01,쿠어,2794991,스트럭처드 카고 울 팬츠 (블랙),0.0,0,120000,120000,120000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2794991
2026-09-01,더블유엠씨,2862959,W보이클럽 바시티_NAVY,0.0,0,87600,87600,87600,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2862959
2026-09-01,어반드레스,2869103,Tuck Ring Slacks BLACK,0.0,0,28120,28120,28120,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2869103
2026-09-01,플레어업,2888943,riri 5.Gauge Knit Beanie - Black (FL-723),0.0,0,17500,17500,12250,1,5250,42.86,100.0,1,medium,24.09,5,2,none,,47,https://www.musinsa.com/products/2888943
2026-09-01,어반드레스,2907951,Cross Round Knit - 5 COL,0.0,0,23600,23600,23600,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/2907951
2026-09-01,링서울,2911983,cable round knit top-cream,0.0,0,116640,116640,90720,1,25920,28.57,100.0,1,medium,24.01,7,2,none,,47,https://www.musinsa.com/products/2911983
2026-09-01,러브이즈트루,2935279,VL L MUFFLER(BLACK),0.0,0,29400,29400,29400,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/2935279
2026-09-01,슬로우애시드,2970543,피치스킨 러스티 로고 스웨트셔츠 [옐로우그린],0.0,0,59800,59800,59800,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/2970543
2026-09-01,트릴리온,2995119,컬러 배색 1992 그래픽 후드 (NAVY),0.89,31007,34900,34900,34900,0,0,0.0,89.17,0,low,24.09,4,1,none,,47,https://www.musinsa.com/products/2995119
2026-09-01,러브이즈트루,3002287,SU HEART LOGO TEE(2COLOR),0.0,0,34410,34410,34410,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3002287
2026-09-01,키르시,3004847,스몰 체리 케이블 크롭 니트 [라임],0.0,0,22950,22950,20000,1,2950,14.75,100.0,1,medium,24.08,6,2,none,,47,https://www.musinsa.com/products/3004847
2026-09-01,더블유엠씨,3011631,W 바시티 스웻후드_NAVY,0.0,0,35600,35600,35600,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3011631
2026-09-01,엘무드,3019695,브룩 카라 가디건 ( 2 COLOR ),0.0,0,57600,57600,57600,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3019695
2026-09-01,토피,3023023,와이드 데님 팬츠 (WASHED BLUE BLACK),4.44,148599,33450,36750,33450,1,3300,9.87,100.0,1,low,37.82,14,1,none,,47,https://www.musinsa.com/products/3023023
2026-09-01,필루미네이트,3044271,FLM 스트라이프 니트 베스트-옐로우,0.0,0,21900,21900,21900,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3044271
2026-09-01,키르시,3047727,위티 버니 포인트 니트 [핑크],0.0,0,44500,44500,44500,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3047727
2026-09-01,어반드레스,3065199,워싱 스티치 빅포켓 데님 자켓 블랙,0.98,31064,31600,31600,31600,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/3065199
2026-09-01,엑스트라오디너리,3066031,PATTERN CARDIGAN  CHARCOAL,0.0,0,69500,69500,69500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3066031
2026-09-01,모즈모즈,3066095,이지 나일론 하프 집업 연그레이,0.0,0,23500,23500,23500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3066095
2026-09-01,테이크이지,3075503,[26 Ver] 우먼스 스몰라쿠 와이드 팬츠(네이비),0.76,15635,20580,21000,18900,1,2100,11.11,100.0,1,medium,24.0,17,4,none,,47,https://www.musinsa.com/products/3075503
2026-09-01,프리즘웍스,3081519,OG PIGMENT DYEING HOODY 002 _ GREEN,0.0,0,80100,80100,89000,1,-8900,-10.0,100.0,1,medium,24.09,6,2,none,,47,https://www.musinsa.com/products/3081519
2026-09-01,시눈,3083183,SINOON PULLOVER KNIT (PINK),0.0,0,107100,107100,107100,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3083183
2026-09-01,모즈모즈,3085487,론리차일드 오버핏 반팔티셔츠 화이트,0.0,0,29800,29800,29800,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3085487
2026-09-01,락피쉬웨더웨어,3118127,CLASSIC UMBRELLA LONG - 6 colors,3.13,115483,36900,36900,36900,0,0,0.0,100.0,1,high,9.04,16,6,none,,47,https://www.musinsa.com/products/3118127
2026-09-01,메인부스,3120623,Sugary T-Shirt(BLACK),0.0,0,19300,19300,19300,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3120623
2026-09-01,999휴머니티,3135471,다이드 나일론 하이커 자켓 (블랙),0.0,0,348000,348000,348000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3135471
2026-09-01,커버낫,3153199,C 로고 옥스포드 하프 셔츠 퍼플,0.0,0,41400,41400,41400,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3153199
2026-09-01,메종미네드,3161263,TWO TONE SADDLEBAG GREY,0.0,0,54500,54500,54500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3161263
2026-09-01,커버낫,3171055,컴포트 로고 바시티 맨투맨 블랙,0.0,0,39000,39000,39000,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3171055
2026-09-01,낫포너드,3191919,Nylon Big Pocket Wide Shorts - Khaki,0.0,0,30690,30690,30690,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3191919
2026-09-01,커버낫,3195311,크로셰 폴로 하프 니트 아이보리,0.0,0,44500,44500,44500,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3195311
2026-09-01,에스피오나지,3203695,Flying Tigers Heavyweight Tee Vintage Black,1.01,37869,37500,37600,33840,1,3760,11.11,100.0,1,medium,24.09,6,2,none,,47,https://www.musinsa.com/products/3203695
2026-09-01,나인제트,3205423,[2PACK] 시그니처 헤비메쉬 머슬핏 티셔츠 NSTS03,7.57,312679,41300,41300,41300,0,0,0.0,100.0,1,high,24.09,13,2,none,,47,https://www.musinsa.com/products/3205423
2026-09-01,낫포너드,3209839,Nylon Racing Pants - White,0.23,9242,39690,39690,39690,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3209839
2026-09-01,더바이닐하우스,3213871,KISS ME TEE WHITE (VH2DMUT511A),0.0,0,22500,22500,22500,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3213871
2026-09-01,일리고,3223727,시그니처 크롭 티셔츠 화이트,0.0,0,24000,24000,24000,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3223727
2026-09-01,세컨모놀로그,3247663,키홀 라운드 숏 슬리브 썸머 니트 아이보리 SEKT006IVORY,0.0,0,17150,17150,17150,0,0,0.0,100.0,1,high,24.08,6,2,none,,47,https://www.musinsa.com/products/3247663
2026-09-01,도프제이슨,3262959,아리조나 빈티지 하드레더 벨트 BLACK,1.01,37449,37050,37050,37050,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3262959
2026-09-01,어반드레스,3264047,this is wide denim pants snow BLACK,0.0,0,49900,49900,49900,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/3264047
2026-09-01,제이엘브,3273391,스탠다드 머슬핏 카라티,39.16,1139435,29100,29100,29100,0,0,0.0,100.0,1,high,6.78,38,10,none,,47,https://www.musinsa.com/products/3273391
2026-09-01,아틀리에 나인,3290863,블루밍 벌룬 슬리브 케이블 니트(T-6676),0.0,0,34500,34500,34500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3290863
2026-09-01,엑스트라오디너리,3314607,LAYERED KNIT TOP  BLACK,0.0,0,49500,49500,49500,0,0,0.0,100.0,1,high,24.09,5,2,none,,47,https://www.musinsa.com/products/3314607
2026-09-01,어반드레스,3323759,Anna Linen Like Collar Short-Sleeve Knit _6COL,0.01,484,35400,35400,35400,0,0,0.0,100.0,1,high,24.09,6,2,none,,47,https://www.musinsa.com/products/3323759
2026-09-01,러브이즈트루,3374383,BE NET CARDIGAN(BROWN),0.0,0,37200,37200,37200,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3374383
2026-09-01,넌블랭크,3376303,더블 핀턱 와이드 슬랙스_BLACK,1.54,72651,47200,47200,47200,0,0,0.0,100.0,1,high,24.01,7,2,none,,47,https://www.musinsa.com/products/3376303
