date,brand_name,goods_no,product_name,estimated_sales,estimated_gmv,estimated_avg_price,display_price,previous_display_price,price_change_detected,price_change_amount,price_change_pct,coverage_pct,calendar_complete,confidence,max_interval_hours,observation_count,contributing_intervals,history_bucket,product_url
2026-08-27,제멋,361459,TR스판 슬림 밴드슬랙스 블랙 HJLP2019,0.0,0,26900,26900,,0,,,41.94,0,low,19.59,2,1,51,https://www.musinsa.com/products/361459
2026-08-27,제멋,449523,제이 양기모후드 블랙(HJHD2050),0.0,0,36900,36900,,0,,,41.94,0,low,19.59,2,1,51,https://www.musinsa.com/products/449523
2026-08-27,미나브,710323,2PACK 베이직 레이어드 티셔츠,0.0,0,49000,49000,,0,,,43.75,0,low,21.5,2,1,51,https://www.musinsa.com/products/710323
2026-08-27,프리즘웍스,971507,OG REGULAR DENIM PANTS _ BLACK,0.0,0,69000,69000,,0,,,41.93,0,low,19.59,2,1,51,https://www.musinsa.com/products/971507
2026-08-27,프리즘웍스,1058099,OG PIGMENT DYEING HALF TEE _ BLUE,0.0,0,38000,38000,,0,,,41.92,0,low,19.59,2,1,51,https://www.musinsa.com/products/1058099
2026-08-27,어반드레스,1609651,오버핏 울 체크 셔츠 그레이,0.0,0,24000,24000,,0,,,41.92,0,low,19.59,2,1,51,https://www.musinsa.com/products/1609651
2026-08-27,아웃스탠딩,1667891,V.S.C HOOD SWEAT(MARYS)_BLACK,0.0,0,80100,80100,,0,,,45.01,0,low,20.7,2,1,51,https://www.musinsa.com/products/1667891
2026-08-27,프리즘웍스,1861939,OG PIGMENT DYEING HOODY 002 _ BEIGE,0.0,0,89000,89000,,0,,,41.91,0,low,19.59,2,1,51,https://www.musinsa.com/products/1861939
2026-08-27,제멋,2085363,헤이즈 오버핏 스웨트셔츠 [쭈리/기모] 블랙 KJMT2369 / KJMT2400,0.51,15555,30300,30300,,0,,,41.91,0,low,19.59,2,1,51,https://www.musinsa.com/products/2085363
2026-08-27,노이어,2104115,키드모헤어 오버핏 스웨터 (블랙),0.0,0,87200,87200,,0,,,41.9,0,low,19.59,2,1,51,https://www.musinsa.com/products/2104115
