date,brand_name,goods_no,product_name,estimated_sales,estimated_gmv,estimated_avg_price,display_price,previous_display_price,price_change_detected,price_change_amount,price_change_pct,coverage_pct,calendar_complete,confidence,max_interval_hours,observation_count,contributing_intervals,history_bucket,product_url
2026-08-27,제멋,449525,제이 양기모후드 다크그레이(HJHD2050),0.0,0,36900,36900,,0,,,41.94,0,low,19.59,2,1,53,https://www.musinsa.com/products/449525
2026-08-27,프리즘웍스,971509,OG SELVEDGE ANKLE DENIM PANTS _ INDIGO,0.0,0,89000,89000,,0,,,41.93,0,low,19.59,2,1,53,https://www.musinsa.com/products/971509
2026-08-27,카네이테이,1061877,PALM ZIP AROUND WALLET (BEIGE) / UPCYCLED,0.0,0,33300,33300,,0,,,45.01,0,low,20.7,2,1,53,https://www.musinsa.com/products/1061877
2026-08-27,프리즘웍스,1456117,OG WIDE DENIM PANTS _ INDIGO,0.0,0,69000,69000,,0,,,41.92,0,low,19.59,2,1,53,https://www.musinsa.com/products/1456117
2026-08-27,세컨모놀로그,1643829,유틸리티 후드 숏 패딩 점퍼 [LGRAY]_SEJP010LGRAY,0.0,0,149000,149000,,0,,,40.4,0,low,21.04,2,1,53,https://www.musinsa.com/products/1643829
2026-08-27,프리즘웍스,1862005,TIE-DYED BANDANA OVERSIZED SHIRT _ BEIGE,0.0,0,39200,39200,,0,,,41.91,0,low,19.59,2,1,53,https://www.musinsa.com/products/1862005
2026-08-27,제멋,1884469,[2PACK] 스테이 오버핏 반팔티셔츠 2PACK SOST2339,0.0,0,35800,35800,,0,,,41.91,0,low,19.59,2,1,53,https://www.musinsa.com/products/1884469
2026-08-27,어반드레스,1955893,스퀘어넥 슬림 롱 원피스 화이트,0.0,0,42110,42110,,0,,,41.91,0,low,19.59,2,1,53,https://www.musinsa.com/products/1955893
2026-08-27,인사일런스,2058869,MIROGLIO 컴포터블 블레이저 BLACK,0.0,0,79650,79650,,0,,,40.39,0,low,21.04,2,1,53,https://www.musinsa.com/products/2058869
2026-08-27,인사일런스,2146805,박시핏 데님 자켓 BROWN,0.0,0,67050,67050,,0,,,40.39,0,low,21.04,2,1,53,https://www.musinsa.com/products/2146805
2026-08-27,어반드레스,2164853,VINTAGE RETRO RIDER JACKET - 4COL,0.0,0,63000,63000,,0,,,41.9,0,low,19.59,2,1,53,https://www.musinsa.com/products/2164853
2026-08-27,와르,2270453,C001 스몰 로고 볼캡_베이지,0.0,0,14100,14100,,0,,,45.01,0,low,20.7,2,1,53,https://www.musinsa.com/products/2270453
2026-08-27,토피,2314613,에센셜 후드 스웻 셔츠 (CHARCOAL),1.57,56545,36120,36120,,0,,,45.0,0,low,20.7,2,1,53,https://www.musinsa.com/products/2314613
2026-08-27,노이어,2359413,오버핏 크롭 데님 자켓 (크림),0.0,0,168300,168300,,0,,,41.89,0,low,19.59,2,1,53,https://www.musinsa.com/products/2359413
2026-08-27,플랙,2442485,밀란 051E 로우,0.0,0,69000,69000,,0,,,40.38,0,low,21.04,2,1,53,https://www.musinsa.com/products/2442485
2026-08-27,어반드레스,2515381,Daisy Puff Dress GREEN,0.0,0,16980,16980,,0,,,41.89,0,low,19.59,2,1,53,https://www.musinsa.com/products/2515381
2026-08-27,카네이테이,2584181,ECLIPSE CARD WALLET (BLACK) / UPCYCLED,0.0,0,54000,54000,,0,,,45.0,0,low,20.7,2,1,53,https://www.musinsa.com/products/2584181
2026-08-27,브라운브레스,2722805,TAG OG HOODIE - BURGUNDY,0.98,86909,89000,89000,,0,,,43.74,0,low,21.5,2,1,53,https://www.musinsa.com/products/2722805
2026-08-27,인사일런스,2736501,프론트 라인 울 팬츠 ASH BROWN,0.0,0,66500,66500,,0,,,40.37,0,low,21.04,2,1,53,https://www.musinsa.com/products/2736501
2026-08-27,카네이테이,2737525,BRICK ZIP WALLET S (WHITE) / UPCYCLED,0.0,0,59250,59250,,0,,,45.0,0,low,20.7,2,1,53,https://www.musinsa.com/products/2737525
2026-08-27,스컬프터,2763893,Two-Way Wind Pants White,0.0,0,76300,76300,,0,,,44.99,0,low,20.7,2,1,53,https://www.musinsa.com/products/2763893
2026-08-27,어반드레스,2836085,Hellen Check Skirt BLACK,0.51,12565,24500,24500,,0,,,41.87,0,low,19.59,2,1,53,https://www.musinsa.com/products/2836085
2026-08-27,어반드레스,2850741,Modern Sleeveless Dress KHAKI,0.0,0,17920,17920,,0,,,41.86,0,low,19.59,2,1,53,https://www.musinsa.com/products/2850741
2026-08-27,어반드레스,2869685,Two-tone Quilting Denim Pants BLACK,0.0,0,27320,27320,,0,,,41.86,0,low,19.59,2,1,53,https://www.musinsa.com/products/2869685
2026-08-27,솔트앤초콜릿,2930037,SAC 로고 크롭 스웨트셔츠 멜란지그레이 4W2233301,0.0,0,40040,40040,,0,,,44.98,0,low,20.7,2,1,53,https://www.musinsa.com/products/2930037
2026-08-27,솔트앤초콜릿,2930165,와이드 벨트 슬랙스 연베이지 4W223V302,0.0,0,67200,67200,,0,,,44.98,0,low,20.7,2,1,53,https://www.musinsa.com/products/2930165
2026-08-27,키르시,3004853,스몰 체리 투톤 케이블 크롭 니트 [핑크],0.0,0,20000,20000,,0,,,40.36,0,low,21.04,2,1,53,https://www.musinsa.com/products/3004853
2026-08-27,플랙,3005493,오버사이즈 셔츠 스카이블루,0.0,0,69000,69000,,0,,,40.35,0,low,21.04,2,1,53,https://www.musinsa.com/products/3005493
2026-08-27,엘무드,3019637,화란 세미오버 니트 인디 핑크,0.0,0,44900,44900,,0,,,40.35,0,low,21.04,2,1,53,https://www.musinsa.com/products/3019637
2026-08-27,세컨모놀로그,3028597,코튼 부클레 브이넥 니트 제이드그린 SEKT003J.GREEN,0.0,0,79000,79000,,0,,,40.35,0,low,21.04,2,1,53,https://www.musinsa.com/products/3028597
