date,slot,goods_no,brand_name,product_name,first_failed_at,last_failed_at,attempts,last_error,current_price,product_url
2026-09-23,1,7021045,유니폼브릿지,001 wide denim pants 12oz one washed,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,107100,https://www.musinsa.com/products/7021045
2026-09-23,1,7021048,유니폼브릿지,washed cotton coverall jacket beige,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,179100,https://www.musinsa.com/products/7021048
2026-09-23,1,7021049,유니폼브릿지,washed cotton coverall jacket olive,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,179100,https://www.musinsa.com/products/7021049
2026-09-23,1,7021052,유니폼브릿지,vintage check shirt grey,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,125100,https://www.musinsa.com/products/7021052
2026-09-23,1,7021053,유니폼브릿지,vintage check shirt rust brown,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,125100,https://www.musinsa.com/products/7021053
2026-09-23,1,7021054,유니폼브릿지,zip-up check shirt jacket charcoal check,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,143100,https://www.musinsa.com/products/7021054
2026-09-23,1,7021055,유니폼브릿지,zip-up check shirt jacket brown check,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,143100,https://www.musinsa.com/products/7021055
2026-09-23,1,7021734,유니폼브릿지,washed cotton coverall jacket navy,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,179100,https://www.musinsa.com/products/7021734
2026-09-23,1,7021773,유니폼브릿지,cold bay 5panel cap brown,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53100,https://www.musinsa.com/products/7021773
2026-09-23,1,7021774,유니폼브릿지,cold bay 5panel cap charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53100,https://www.musinsa.com/products/7021774
2026-09-23,1,7021776,유니폼브릿지,state park ball cap charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53100,https://www.musinsa.com/products/7021776
2026-09-23,1,7021777,유니폼브릿지,state park ball cap olive,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53100,https://www.musinsa.com/products/7021777
2026-09-23,1,7023971,핍스 모터사이클,[김간지 X 핍스 모터사이클] Laurel Tree Trucker Cap Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,38900,https://www.musinsa.com/products/7023971
2026-09-23,1,7032773,렌세,Crop Zip-Up Shacket Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,71200,https://www.musinsa.com/products/7032773
2026-09-23,1,7032788,렌세,Crop Zip-Up Shacket Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,71200,https://www.musinsa.com/products/7032788
2026-09-23,1,7032802,렌세,Diagonal Button Cardigan Ivory,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,57600,https://www.musinsa.com/products/7032802
2026-09-23,1,7032809,렌세,Diagonal Button Cardigan Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,57600,https://www.musinsa.com/products/7032809
2026-09-23,1,7032819,렌세,Corset Tiered Skirt Pants Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,55200,https://www.musinsa.com/products/7032819
2026-09-23,1,7032822,렌세,Washed Snap Shirt Brown,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,56800,https://www.musinsa.com/products/7032822
2026-09-23,1,7032824,렌세,Washed Snap Shirt Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,56800,https://www.musinsa.com/products/7032824
2026-09-23,1,7032829,렌세,Double Layered Cardigan Melange Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,57600,https://www.musinsa.com/products/7032829
2026-09-23,1,7032832,렌세,Double Layered Cardigan Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,57600,https://www.musinsa.com/products/7032832
2026-09-23,1,7032853,렌세,V Hook Cardigan Melange Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53600,https://www.musinsa.com/products/7032853
2026-09-23,1,7032854,렌세,V Hook Cardigan Navy,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53600,https://www.musinsa.com/products/7032854
2026-09-23,1,7032855,렌세,V Hook Cardigan Purple,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,53600,https://www.musinsa.com/products/7032855
2026-09-23,1,7032872,렌세,Oversized Stripe Layered Hood Tee Beige,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,52000,https://www.musinsa.com/products/7032872
2026-09-23,1,7032874,렌세,Oversized Stripe Layered Hood Tee Purple,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,52000,https://www.musinsa.com/products/7032874
2026-09-23,1,7032950,렌세,Washed Cargo Pants Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,78400,https://www.musinsa.com/products/7032950
2026-09-23,1,7032960,렌세,Washed Cargo Pants Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,78400,https://www.musinsa.com/products/7032960
2026-09-23,1,7033077,유니폼브릿지,M65 fishtail jacket charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,251100,https://www.musinsa.com/products/7033077
2026-09-23,1,7033135,렌세,Deep V-Neck Knit Ivory,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,48000,https://www.musinsa.com/products/7033135
2026-09-23,1,7033143,렌세,Deep V-Neck Knit Melange Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,48000,https://www.musinsa.com/products/7033143
2026-09-23,1,7033157,렌세,Layered Knit Bustier Oatmeal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033157
2026-09-23,1,7033163,렌세,Layered Knit Bustier Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033163
2026-09-23,1,7033203,렌세,U-Neck Layered Long Sleeve Melange Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,36800,https://www.musinsa.com/products/7033203
2026-09-23,1,7033211,렌세,U-Neck Layered Long Sleeve Navy,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,36800,https://www.musinsa.com/products/7033211
2026-09-23,1,7033229,렌세,Beads String Long Sleeve White,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033229
2026-09-23,1,7033235,렌세,Beads String Long Sleeve Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033235
2026-09-23,1,7033302,렌세,Button Midi Skirt Pants Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,55200,https://www.musinsa.com/products/7033302
2026-09-23,1,7033311,렌세,Button Midi Skirt Pants Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,55200,https://www.musinsa.com/products/7033311
2026-09-23,1,7033341,렌세,Stripe Slim Shirt White,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,52000,https://www.musinsa.com/products/7033341
2026-09-23,1,7033347,렌세,Stripe Slim Shirt Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,52000,https://www.musinsa.com/products/7033347
2026-09-23,1,7033362,렌세,V Layered Tee Deep Mint,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,37600,https://www.musinsa.com/products/7033362
2026-09-23,1,7033370,렌세,V Layered Tee Brown,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,37600,https://www.musinsa.com/products/7033370
2026-09-23,1,7033377,렌세,V Layered Tee Purple,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,37600,https://www.musinsa.com/products/7033377
2026-09-23,1,7033389,렌세,Layered Button Tee Khaki,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,40800,https://www.musinsa.com/products/7033389
2026-09-23,1,7033393,렌세,Layered Button Tee Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,40800,https://www.musinsa.com/products/7033393
2026-09-23,1,7033408,렌세,One Shoulder Slit Tee White,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,44800,https://www.musinsa.com/products/7033408
2026-09-23,1,7033412,렌세,One Shoulder Slit Tee Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,44800,https://www.musinsa.com/products/7033412
2026-09-23,1,7033435,렌세,Halter Layered Tee White,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033435
2026-09-23,1,7033449,렌세,Halter Layered Tee Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,43200,https://www.musinsa.com/products/7033449
2026-09-23,1,7033475,렌세,Cut-Out Boat Neck Long Sleeve Tee Melange Gray,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,33600,https://www.musinsa.com/products/7033475
2026-09-23,1,7033489,렌세,RS String Wide Sweat Pants Green,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,34400,https://www.musinsa.com/products/7033489
2026-09-23,1,7033497,렌세,RS String Wide Sweat Pants Purple,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,34400,https://www.musinsa.com/products/7033497
2026-09-23,1,7033507,렌세,Sheer Layered Long Sleeve Tee Moca,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,33600,https://www.musinsa.com/products/7033507
2026-09-23,1,7033519,렌세,Sheer Layered Long Sleeve Tee Ivory,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,33600,https://www.musinsa.com/products/7033519
2026-09-23,1,7033531,렌세,Sheer Layered Long Sleeve Tee Deep Blue,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,33600,https://www.musinsa.com/products/7033531
2026-09-23,1,7035130,핍스 모터사이클,[김간지 X 핍스 모터사이클] Pigment Scratch Logo Hoodie Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,75900,https://www.musinsa.com/products/7035130
2026-09-23,1,7035133,핍스 모터사이클,[김간지 X 핍스 모터사이클] Pigment Scratch Logo Hoodie Navy,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,93400,https://www.musinsa.com/products/7035133
2026-09-23,1,7035469,비바라비다,Onestar 반팔 티셔츠,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,25900,https://www.musinsa.com/products/7035469
2026-09-23,1,7036055,토피,커브드 절개 카고 팬츠 (BLACK),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,45500,https://www.musinsa.com/products/7036055
2026-09-23,1,7036070,토피,커브드 절개 카고 팬츠 (BEIGE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,45500,https://www.musinsa.com/products/7036070
2026-09-23,1,7036124,토피,커브드 절개 카고 팬츠 (CHARCOAL),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,45500,https://www.musinsa.com/products/7036124
2026-09-23,1,7036979,엠엘비,힙 모노그램 JQD 데님 호보백 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,129000,https://www.musinsa.com/products/7036979
2026-09-23,1,7036980,엠엘비,여성 베이직 스몰로고 와이드 데님팬츠 BOS (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,179000,https://www.musinsa.com/products/7036980
2026-09-23,1,7036981,엠엘비,스타 버니 언스트럭쳐 볼캡 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,49000,https://www.musinsa.com/products/7036981
2026-09-23,1,7036982,엠엘비,스타 버니 언스트럭쳐 볼캡 BOS (D.Brown),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,49000,https://www.musinsa.com/products/7036982
2026-09-23,1,7036983,엠엘비,스타 버니 언스트럭쳐 볼캡 LA (L.Navy),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,49000,https://www.musinsa.com/products/7036983
2026-09-23,1,7036984,엠엘비,베이직 스몰로고 후드집업 NY (Cream),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,103050,https://www.musinsa.com/products/7036984
2026-09-23,1,7036986,엠엘비,베이직 스몰로고 후드집업 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,107100,https://www.musinsa.com/products/7036986
2026-09-23,1,7036988,엠엘비,베이직 스몰로고 후드집업 CHW (Melange Grey),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,107100,https://www.musinsa.com/products/7036988
2026-09-23,1,7036989,엠엘비,베이직 스몰로고 후드집업 LA (Mg.Pink),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,119000,https://www.musinsa.com/products/7036989
2026-09-23,1,7036990,엠엘비,베이직 스몰로고 맨투맨 NY (Cream),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,67150,https://www.musinsa.com/products/7036990
2026-09-23,1,7036991,엠엘비,베이직 스몰로고 맨투맨 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,65050,https://www.musinsa.com/products/7036991
2026-09-23,1,7036994,엠엘비,베이직 스몰로고 맨투맨 CHW (Melange Grey),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,79000,https://www.musinsa.com/products/7036994
2026-09-23,1,7036995,엠엘비,베이직 스몰로고 맨투맨 SD (Mg.Beige),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,79000,https://www.musinsa.com/products/7036995
2026-09-23,1,7036997,엠엘비,베이직 스몰로고 맨투맨 LA (Mg.Pink),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,71100,https://www.musinsa.com/products/7036997
2026-09-23,1,7036999,엠엘비,베이직 스몰로고 반집업 맨투맨 NY (Cream),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109000,https://www.musinsa.com/products/7036999
2026-09-23,1,7037001,엠엘비,베이직 스몰로고 반집업 맨투맨 LA (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,92650,https://www.musinsa.com/products/7037001
2026-09-23,1,7037004,엠엘비,베이직 스몰로고 조거 팬츠 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,89100,https://www.musinsa.com/products/7037004
2026-09-23,1,7037008,엠엘비,베이직 스몰로고 조거 팬츠 CHW (Melange Grey),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,99000,https://www.musinsa.com/products/7037008
2026-09-23,1,7037010,엠엘비,베이직 스몰로고 와이드 팬츠 NY (Cream),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,99000,https://www.musinsa.com/products/7037010
2026-09-23,1,7037012,엠엘비,베이직 스몰로고 와이드 팬츠 CHW (Melange Grey),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,99000,https://www.musinsa.com/products/7037012
2026-09-23,1,7037014,엠엘비,베이직 스몰로고 스트레치 스트레이트 팬츠 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109000,https://www.musinsa.com/products/7037014
2026-09-23,1,7037018,엠엘비,베이직 스몰로고 스트레치 스트레이트 팬츠 CHW (Melange Grey),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109000,https://www.musinsa.com/products/7037018
2026-09-23,1,7037019,엠엘비,트로피 라이트 NY (Ivory),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,139000,https://www.musinsa.com/products/7037019
2026-09-23,1,7037020,엠엘비,트로피 라이트 NY (Brown),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,139000,https://www.musinsa.com/products/7037020
2026-09-23,1,7037022,엠엘비,트로피 라이트 NY (Black),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,139000,https://www.musinsa.com/products/7037022
2026-09-23,1,7037023,엠엘비,트로피 라이트 LA (Silver),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,139000,https://www.musinsa.com/products/7037023
2026-09-23,1,7038506,솔트앤초콜릿,레브릭 버클 슬링백 412632001 (7.5cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,76160,https://www.musinsa.com/products/7038506
2026-09-23,1,7042779,비바라비다,Ranch 반팔 티셔츠,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,25900,https://www.musinsa.com/products/7042779
2026-09-23,1,7045149,유니폼브릿지,vintage chino pants brown,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,116100,https://www.musinsa.com/products/7045149
2026-09-23,1,7045152,유니폼브릿지,vintage chino pants navy,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,116100,https://www.musinsa.com/products/7045152
2026-09-23,1,7045157,유니폼브릿지,vintage chino pants olive,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,116100,https://www.musinsa.com/products/7045157
2026-09-23,1,7045828,솔트앤초콜릿,글렌 체크 부츠 412646005 (4.5cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,95360,https://www.musinsa.com/products/7045828
2026-09-23,1,7046207,더뮤지엄비지터,W TABI STRAP FLAT SHOES (SKY BLUE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,121600,https://www.musinsa.com/products/7046207
2026-09-23,1,7046211,더뮤지엄비지터,W TABI STRAP FLAT SHOES (BROWN),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,115200,https://www.musinsa.com/products/7046211
2026-09-23,1,7046215,더뮤지엄비지터,W TABI STRAP FLAT SHOES (BLACK),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,115200,https://www.musinsa.com/products/7046215
2026-09-23,1,7046305,솔트앤초콜릿,폴디 투웨이 롱부츠 412646004 (2.8cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,88960,https://www.musinsa.com/products/7046305
2026-09-23,1,7046328,솔트앤초콜릿,베른 앵클부츠 412646002 (7cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,76160,https://www.musinsa.com/products/7046328
2026-09-23,1,7046348,솔트앤초콜릿,어반 이지 앵클부츠 412646003 (3cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,77400,https://www.musinsa.com/products/7046348
2026-09-23,1,7046367,솔트앤초콜릿,카일 버클 앵클부츠 412646001 (4cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,88960,https://www.musinsa.com/products/7046367
2026-09-23,1,7046389,솔트앤초콜릿,쥴리 리본 플랫 412635001 (0.9cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,63360,https://www.musinsa.com/products/7046389
2026-09-23,1,7046606,솔트앤초콜릿,레블 버클 플랫 412635002 (2cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,76160,https://www.musinsa.com/products/7046606
2026-09-23,1,7046633,솔트앤초콜릿,비츠 메리제인 스니커즈 412635004 (6cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,88960,https://www.musinsa.com/products/7046633
2026-09-23,1,7046705,솔트앤초콜릿,웨인 컴포트 로퍼 412630001 (3cm),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,83400,https://www.musinsa.com/products/7046705
2026-09-23,1,7047597,2000아카이브스,SLEEK STRAIGHT JEAN (BLUE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,156000,https://www.musinsa.com/products/7047597
2026-09-23,1,7047598,2000아카이브스,DEVON BOOTCUT JEAN (ASH BLUE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,196650,https://www.musinsa.com/products/7047598
2026-09-23,1,7047599,2000아카이브스,DEVON WIDE JEAN (ASH BLUE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,196650,https://www.musinsa.com/products/7047599
2026-09-23,1,7047600,2000아카이브스,SLOUCHY SWEATPANTS (BLACK),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109440,https://www.musinsa.com/products/7047600
2026-09-23,1,7047601,2000아카이브스,SLOUCHY SWEATPANTS (WHITE),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109440,https://www.musinsa.com/products/7047601
2026-09-23,1,7047602,2000아카이브스,CONTOUR SHIRT (3 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,109440,https://www.musinsa.com/products/7047602
2026-09-23,1,7047603,2000아카이브스,SLEEK T (4 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,61560,https://www.musinsa.com/products/7047603
2026-09-23,1,7047604,2000아카이브스,DEEP SCOOP BACK T (4 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,58140,https://www.musinsa.com/products/7047604
2026-09-23,1,7047605,2000아카이브스,ALLURE T (3 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,66690,https://www.musinsa.com/products/7047605
2026-09-23,1,7047606,2000아카이브스,CONTOUR SCOOP NECK T (3 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,58140,https://www.musinsa.com/products/7047606
2026-09-23,1,7047607,2000아카이브스,MOCK NECK SLEEVELESS (4 COLORS),2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,47880,https://www.musinsa.com/products/7047607
2026-09-23,1,7047617,스컬프터,Cross Strap Wallet White,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,73800,https://www.musinsa.com/products/7047617
2026-09-23,1,7047619,스컬프터,Cross Strap Wallet Charcoal,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,73800,https://www.musinsa.com/products/7047619
2026-09-23,1,7047632,스컬프터,Cross Strap Wallet Black,2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,73800,https://www.musinsa.com/products/7047632
2026-09-23,1,7054720,유니온블루,SLUB CUT-OFF L/S T-SHIRT [BLACK],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054720
2026-09-23,1,7054726,유니온블루,SLUB CUT-OFF L/S T-SHIRT [WASHED NAVY],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054726
2026-09-23,1,7054734,유니온블루,SLUB CUT-OFF L/S T-SHIRT [BURNT BROWN],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054734
2026-09-23,1,7054759,유니온블루,GUSSET RAGLAN L/S T-SHIRT [CHARCOAL],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054759
2026-09-23,1,7054764,유니온블루,GUSSET RAGLAN L/S T-SHIRT [BLUE],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054764
2026-09-23,1,7054773,유니온블루,GUSSET RAGLAN L/S T-SHIRT [BROWN],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054773
2026-09-23,1,7054787,유니온블루,GUSSET RAGLAN L/S T-SHIRT [BEIGE],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,62400,https://www.musinsa.com/products/7054787
2026-09-23,1,7054921,유니온블루,ACCORD V-NECK KNIT [DARK NAVY],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,71200,https://www.musinsa.com/products/7054921
2026-09-23,1,7054931,유니온블루,ACCORD V-NECK KNIT [MELANGE GRAY],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,71200,https://www.musinsa.com/products/7054931
2026-09-23,1,7055040,유니온블루,STRIPE WESTERN SHIRTS [BROWN],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,100300,https://www.musinsa.com/products/7055040
2026-09-23,1,7055053,유니온블루,STRIPE WESTERN SHIRTS [OCEAN BLUE],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,100300,https://www.musinsa.com/products/7055053
2026-09-23,1,7055142,유니온블루,BATTLE DRESS 2PK SHIRT [SMOKE GRAY],2026-09-23T04:56:33+09:00,2026-09-23T04:56:33+09:00,1,missing shard artifact/result,100300,https://www.musinsa.com/products/7055142
